,Instrument,GICS Sector Name,2 YTD Total Return,6 Month Total Return,52 Week Total Return,Beta
0,BCC.N,Industrials,44.0515507333151,17.1180036316211,35.7287373816869,2.05432216698572
1,ASPS.OQ,Real Estate,-43.3005690664313,18.1034482751572,-44.0245148128814,1.46265731046736
2,CIT.N,Financials,1.72587018050059,124.128067626045,-3.17344572363606,1.52020967721006
3,MSCI.N,Financials,63.2342221408357,15.8249300887462,38.827326389508,0.92299052420675
4,FIS.N,Information Technology,-3.48136306607356,-9.66017943857024,-10.2081652632219,0.857187454028609
5,FMNB.OQ,Financials,-10.1543360066275,21.5064311241314,-8.58595783338508,0.966835752624936
6,HSC.N,Industrials,-16.8622338113599,22.1583652615306,33.1245650662058,2.3574722423713
7,KALV.OQ,Health Care,88.096574945864,188.793103444386,119.960604055464,1.91104528632141
8,DRNA.OQ,Health Care,19.5642305912026,25.2496433674144,18.382022468626,1.11436338621695
9,NERV.OQ,Health Care,-50.914205345123,-2.78551532152805,-58.8443396226229,1.36856246335966
10,PLYM.N,Real Estate,-10.9506455493316,11.706723595116,-11.9560414871858,1.25430292074726
11,EEX.N,Communication Services,-54.3292852548,67.1328671294061,-53.9363249951801,2.01320248913216
12,JBSS.OQ,Consumer Staples,2.39298900914959,0.661138503546632,17.2113373063179,0.202213932491895
13,AMC.N,Communication Services,-23.5300574424922,15.7894736850414,-20.2244403299868,1.24083614966822
14,AVYA.N,Information Technology,116.074074063905,113.543191796931,126.475155269096,1.2769902031212
15,COLB.OQ,Financials,10.7489284018656,44.0623251406258,12.1996398674942,0.947451162216883
16,ALRM.OQ,Information Technology,143.42564579272,73.609958505879,123.8869862959,1.20882970418716
17,ATLO.OQ,Financials,-12.8495021311076,19.7913840823309,-9.92932434244558,0.742535781373585
18,SAM.N,Consumer Staples,203.554320504178,38.8948764229782,186.967399740205,0.787348740143756
19,ACCD.OQ,Health Care,88.2828282840236,51.1351351355761,88.2828282840236,1.48068651553135
20,IRTC.OQ,Health Care,164.326626522092,-10.9318552966383,103.160627606212,1.71917138950882
21,IIN.OQ,Health Care,18.8888888839686,83.533447681807,17.2602739691299,1.2567535507853
22,EXC.OQ,Utilities,-0.81543297453609,14.0553345981363,-8.35378170176489,0.474525129875576
23,SYX.N,Industrials,102.331599556952,102.177780907747,116.623959355443,0.51476127409747
24,AAOI.OQ,Information Technology,4.1245791259541,-21.7088607598629,7.47176368458535,1.80088038391449
25,EXTN.N,Energy,-36.5261813553444,-12.0353982290614,-0.200803213720757,1.07927210307289
26,EFX.N,Industrials,32.0571747501826,10.4616673928643,20.6956579880098,1.32550670840771
27,ORIC.OQ,Health Care,34.7691113705206,35.1887894132388,34.7691113705206,1.03766921571772
