Instrument,Company Name,Sector,Clusters,Valuation Score,Fundamental Score,Momentum Score,Short Term Score,Long Term Score
CAG.N,CONAGRA BRANDS,Consumer Staples,1,62.6,40.32,44.080000000000005,46.300000000000004,50.17
TR.N,TOOTSIE ROLL IND,Consumer Staples,3,46.9,49.669999999999995,49.230000000000004,48.949999999999996,48.449999999999996
KHC.OQ,THE KRFT HNZ CO,Consumer Staples,3,52.54,39.44,44.440000000000005,44.9,45.93
CHEF.OQ,CHEFS WRH INC,Consumer Staples,3,26.07,32.910000000000004,21.0,23.549999999999997,27.200000000000003
ODC.N,OIL DRI CP,Consumer Staples,1,71.3,49.669999999999995,45.22,49.8,57.21000000000001
BFb.N,BROWN FORMAN B,Consumer Staples,1,45.45,73.27,47.39,50.980000000000004,55.669999999999995
HRL.N,HORMEL FOODS,Consumer Staples,1,50.28,48.54,53.790000000000006,52.470000000000006,50.55
WBA.OQ,WALGREEN BOOTS,Consumer Staples,1,55.279999999999994,42.230000000000004,43.03,44.75,47.65
EPC.N,EDGEWEL PRSNL CR,Consumer Staples,1,65.66,34.17,44.06,45.82,49.24
MED.N,MEDIFAST INC,Consumer Staples,4,47.36,67.06,49.13,51.55,54.7
GIS.N,GENERAL MILLS,Consumer Staples,1,58.309999999999995,43.8,48.93,49.57,50.89
BYND.OQ,BEYOND MEAT INC,Consumer Staples,4,37.47,59.45,79.12,69.92,55.58
FIZZ.OQ,NATL BEVERAGE,Consumer Staples,1,48.1,49.669999999999995,50.62,50.1,49.28
CASY.OQ,CASEYS GENERAL,Consumer Staples,1,55.15,41.82,53.7,52.14,50.12
JJSF.OQ,J & J SNACK,Consumer Staples,3,41.91,49.669999999999995,40.61,42.16,44.3
USNA.N,USANA HEALTH SCI,Consumer Staples,1,62.35000000000001,60.809999999999995,50.44,53.790000000000006,58.84
BG.N,BUNGE LIMTD,Consumer Staples,1,69.37,47.260000000000005,58.730000000000004,58.599999999999994,58.97
SFM.OQ,SPRTS FRMR MKT,Consumer Staples,1,72.21,59.28,56.10000000000001,58.989999999999995,63.660000000000004
PSMT.OQ,PRICESMART,Consumer Staples,1,51.7,47.49,62.38,58.550000000000004,52.900000000000006
CVGW.OQ,CALAVO GROWERS,Consumer Staples,3,43.230000000000004,55.910000000000004,38.66,41.93,46.52
GO.OQ,GROCERY OUTL CRP,Consumer Staples,4,46.07,65.29,60.650000000000006,59.160000000000004,56.44
CELH.OQ,CELSIUS HOLDINGS,Consumer Staples,3,37.92,49.669999999999995,47.78,46.589999999999996,44.5
CLX.N,CLOROX CO,Consumer Staples,5,53.28000000000001,58.550000000000004,55.94,55.93,55.78999999999999
UNFI.N,UNITD NTRL FOODS,Consumer Staples,1,74.07000000000001,44.629999999999995,49.55,52.49,57.63
COKE.OQ,COCA-COLA CNSLDT,Consumer Staples,3,59.64,49.669999999999995,39.489999999999995,44.04,51.11
PEP.OQ,PEPSICO INC,Consumer Staples,1,52.54,57.34,44.45,47.599999999999994,52.2
KMB.N,KIMBERLY-CLARK,Consumer Staples,5,54.58,53.81,43.08,46.42,51.44
VITL.OQ,VTL FRMS INC ORD,Consumer Staples,3,39.67,39.47,30.470000000000002,33.2,37.3
WMT.N,WALMART INC,Consumer Staples,1,55.22,44.34,54.36,52.99,51.2
ALCO.OQ,ALICO INC,Consumer Staples,5,63.75999999999999,49.669999999999995,38.12,43.7,52.42
BJ.N,BJS WHLS CLB ORD,Consumer Staples,4,58.699999999999996,53.37,81.54,73.89,62.55
BFa.N,BROWN FORMAN A,Consumer Staples,3,45.45,49.669999999999995,47.13,47.260000000000005,47.349999999999994
EL.N,ESTEE LAUDER,Consumer Staples,4,42.5,84.0,56.279999999999994,58.37,60.47
BGS.N,B&G FOODS,Consumer Staples,4,60.9,59.199999999999996,75.62,70.95,63.99
CENT.OQ,CENTRAL GARDEN,Consumer Staples,1,63.1,55.720000000000006,63.89,62.53999999999999,60.709999999999994
TPB.N,TURNING PNT BRND,Consumer Staples,4,52.59,69.91000000000001,74.47,70.50999999999999,64.13
REYN.OQ,RYNLD CNS PR ORD,Consumer Staples,1,59.29,46.32,47.96,49.41,51.92
PRMW.N,PRIMO WATER ORD,Consumer Staples,3,45.83,40.83,42.32,42.63,43.2
LANC.OQ,LANCASTER CLNY,Consumer Staples,1,48.15,58.809999999999995,54.98,54.53,53.59
VGR.N,VECTOR GP LTD,Consumer Staples,1,53.37,44.71,41.47,43.74,47.36
INGR.N,INGREDION INCORP,Consumer Staples,1,65.66,52.55,39.62,45.47,54.559999999999995
CENTA.OQ,CENTRL GAR & PET,Consumer Staples,1,63.1,48.84,61.18,59.61,57.63
MO.N,ALTRIA GROUP,Consumer Staples,5,50.17,56.86,42.47,45.78,50.59
SYY.N,SYSCO CORP,Consumer Staples,1,40.5,63.83,35.02,40.160000000000004,47.29
USFD.N,US FOODS HLDNG,Consumer Staples,3,47.089999999999996,45.540000000000006,28.77,34.03,41.959999999999994
NGVC.N,NATURL GRCRS VIT,Consumer Staples,4,66.03,49.669999999999995,75.92999999999999,70.50999999999999,62.78
SEB.A,SEABOARD CORP,Consumer Staples,1,64.49000000000001,49.669999999999995,37.66,43.49,52.6
HAIN.OQ,HAIN CELESTIAL,Consumer Staples,4,50.72,48.59,66.53,61.47,53.93
MDLZ.OQ,MONDELEZ INT CLA,Consumer Staples,3,54.36,47.94,43.86,46.04,49.49
VERU.OQ,VERU INC ORD,Consumer Staples,3,40.22,49.669999999999995,47.78,46.93,45.42
DAR.N,DARLING INGREDNT,Consumer Staples,3,47.54,46.339999999999996,47.78,47.53,47.18
KO.N,COCA-COLA CO,Consumer Staples,1,48.52,51.32,40.1,43.04,47.39
NUS.N,NU SKIN ENTER,Consumer Staples,4,52.54,62.63999999999999,63.75999999999999,61.91,58.879999999999995
CHD.N,CHURCH DWIGHT,Consumer Staples,1,50.61,58.919999999999995,52.32,53.05,53.949999999999996
SJM.N,J M SMUCKER,Consumer Staples,1,65.27,47.0,51.839999999999996,53.13,55.52
LW.N,LAMB WESTON HLDS,Consumer Staples,1,47.0,66.77,38.23,43.82,51.73
IPAR.OQ,INTER PARFUMS,Consumer Staples,3,45.75,44.629999999999995,39.4,41.14,43.769999999999996
FRPT.OQ,FRESHPET INC,Consumer Staples,2,38.18,39.47,49.370000000000005,46.21,41.43
SMPL.OQ,THE SMPLY GD FDS,Consumer Staples,1,51.449999999999996,36.97,44.42,44.35,44.62
HLF.N,HERBALIF NUTRTIN,Consumer Staples,1,52.81,49.669999999999995,50.42,50.660000000000004,51.11
KDP.OQ,KRIG DR PPPR ORD,Consumer Staples,3,54.690000000000005,47.29,48.61,49.32,50.580000000000005
NATR.OQ,NATURES SUNSHNE,Consumer Staples,4,64.63,49.669999999999995,77.7,71.53,62.660000000000004
ANDE.OQ,ANDERSONS INC,Consumer Staples,1,57.08,49.669999999999995,47.620000000000005,49.35,52.12
THS.N,TREEHOUSE FOODS,Consumer Staples,3,52.54,42.52,46.03,46.48,47.410000000000004
CL.N,COLGATE PALMOLIV,Consumer Staples,5,50.41,64.51,49.65,51.99,55.16
FDP.N,FRSH DEL MONTE,Consumer Staples,3,64.0,38.98,33.58,38.95,47.64
MNST.OQ,MONSTER BEV CORP,Consumer Staples,4,46.33,60.199999999999996,54.85,54.37,53.31
ELF.N,E.L.F BEAUTY INC,Consumer Staples,3,43.1,39.46,45.629999999999995,44.32,42.46
TWNK.OQ,HOSTESS BRANDS A,Consumer Staples,1,56.879999999999995,59.41,45.53,49.309999999999995,54.93
WDFC.OQ,WD-40 CO,Consumer Staples,1,42.66,69.88,81.38,73.85000000000001,61.870000000000005
PM.N,PHILIP MORRIS,Consumer Staples,3,54.669999999999995,52.54,44.41,47.17,51.35999999999999
SAFM.OQ,SANDERSON FARM,Consumer Staples,3,46.150000000000006,47.94,41.05,42.85,45.5
STZ.N,CONSTELLATION A,Consumer Staples,3,52.88,46.2,50.18,49.99,49.87
MKC.N,MCCORMICK & CO,Consumer Staples,1,48.25,42.76,48.19,47.39,46.31
COST.OQ,COSTCO WHOLESAL,Consumer Staples,5,49.35,66.95,52.59,54.26,56.32
SPTN.OQ,SPARTANNASH COMP,Consumer Staples,1,78.86999999999999,42.46,58.75,59.31999999999999,61.1
VLGEA.OQ,VIL SUPERMKT A,Consumer Staples,1,78.86,49.669999999999995,49.0,53.580000000000005,61.18
CPB.N,CAMPBELL SOUP CO,Consumer Staples,1,57.230000000000004,55.769999999999996,43.91,47.69,53.39
K.N,KELLOGG CO,Consumer Staples,1,52.54,38.18,38.190000000000005,40.339999999999996,43.93
PPC.OQ,PILGRIMS PRIDE C,Consumer Staples,3,52.54,47.620000000000005,29.99,36.02,45.18
LFVN.OQ,LIFEVANTAGE CORP,Consumer Staples,1,75.25,49.669999999999995,20.48,33.07,52.6
UVV.N,UNIVERSAL CORP,Consumer Staples,1,68.34,49.669999999999995,42.29,47.31,55.28999999999999
KR.N,KROGER CO,Consumer Staples,1,73.07000000000001,45.15,53.54,55.21,58.42
ADM.N,ARCHER-DANIELS,Consumer Staples,1,58.97,49.669999999999995,50.690000000000005,51.78,53.65
POST.N,POST HOLDING,Consumer Staples,3,53.55,41.88,39.01,41.620000000000005,45.83
MGPI.OQ,MGP INGREDIENTS,Consumer Staples,1,51.690000000000005,48.53,58.64,56.08,52.32
EXC.OQ,EXELON CORPRTN,Utilities,1,63.93,32.440000000000005,44.03,45.28,47.93
SWX.N,SOUTHWST GS HLDN,Utilities,1,65.2,37.51,40.660000000000004,43.86,49.370000000000005
CWCO.OQ,CONSOLIDATED WR,Utilities,1,61.3,43.08,39.37,43.22,49.44
ALE.N,ALLETE,Utilities,1,56.67,38.59,39.900000000000006,42.22,46.150000000000006
XEL.OQ,XCEL ENERGY INC,Utilities,1,56.230000000000004,37.89,39.019999999999996,41.43,45.51
OGE.N,OGE ENERGY,Utilities,1,53.349999999999994,31.680000000000003,33.09,35.92,40.699999999999996
CMS.N,CMS ENERGY CORP,Utilities,1,54.87,43.3,44.31,45.739999999999995,48.18
AWK.N,AMERICN WTR WKS,Utilities,3,47.949999999999996,48.05,60.440000000000005,56.699999999999996,51.1
WTRG.N,ESSENTIL UTL ORD,Utilities,1,47.79,40.45,45.21,44.879999999999995,44.58
AEP.OQ,AMRCN ELCTRC ORD,Utilities,1,56.46,39.03,41.48,43.36,46.61
SO.N,SOUTHERN,Utilities,1,55.98,37.09,44.82,45.34,46.58
D.N,DOMINON ENRG INC,Utilities,1,52.81,38.129999999999995,42.28,43.24,45.04
AVA.N,AVISTA CORP,Utilities,1,59.88,38.21,37.43,40.910000000000004,46.68
VST.N,VISTRA CORP ORD,Utilities,1,78.92,39.76,39.519999999999996,45.47,55.36
EVRG.N,EVERGY INC,Utilities,1,61.419999999999995,38.05,40.5,43.269999999999996,48.010000000000005
MGEE.OQ,MGE ENERGY INC,Utilities,1,53.239999999999995,38.879999999999995,38.16,40.53,44.440000000000005
AES.N,THE AES CORP,Utilities,1,48.43,41.46,59.39,55.059999999999995,48.730000000000004
FE.N,FIRSTENERGY,Utilities,1,57.43000000000001,41.31,34.79,39.160000000000004,46.129999999999995
CWENa.N,CLEARWAY ENRGY A,Utilities,4,48.19,38.66,67.74,60.440000000000005,49.74
NFG.N,NATL FUEL GAS CO,Utilities,1,56.230000000000004,38.3,42.4,43.86,46.5
DUK.N,DUKE ENERGY,Utilities,1,56.769999999999996,32.43,49.419999999999995,47.97,46.42
ED.N,CONSOL EDISON,Utilities,1,62.46000000000001,32.019999999999996,40.77,42.71,46.379999999999995
EIX.N,EDISON INTL,Utilities,1,59.260000000000005,37.41,36.449999999999996,40.02,45.910000000000004
AGR.N,AVANGRID INC,Utilities,1,61.44,33.77,45.33,46.02,47.73
HE.N,HAWAIIAN ELECTRC,Utilities,1,61.08,30.64,37.97,40.339999999999996,44.65
CNP.N,CENTERPOINT,Utilities,1,50.57000000000001,37.62,33.2,36.47,41.699999999999996
SR.N,SPIRE INC,Utilities,1,59.88,40.43,38.23,41.81,47.660000000000004
UGI.N,UGI CORP HLDS,Utilities,1,69.03,44.379999999999995,36.559999999999995,42.6,52.28
ATO.N,ATMOS ENERGY,Utilities,1,59.150000000000006,41.660000000000004,38.7,42.21,47.92
NJR.N,NJ RESOURCES,Utilities,1,54.7,37.11,40.23,41.93,44.93
NOVA.N,SUNNOVA ENG INTR,Utilities,1,35.699999999999996,22.03,43.6,39.18,32.89
CWT.N,CA WATER SVC GP,Utilities,3,47.21,51.18000000000001,55.04,53.290000000000006,50.56
OTTR.OQ,OTTER TAIL CP,Utilities,1,59.650000000000006,41.3,39.85,43.04,48.28
ARTNA.OQ,ARTESIAN RES A,Utilities,1,56.28999999999999,38.3,53.22,51.44,49.220000000000006
NWN.N,NRTHWST NTURL HL,Utilities,1,58.96,34.38,31.369999999999997,35.96,43.46
SRE.N,SEMPRA ENERGY,Utilities,1,57.220000000000006,44.24,37.62,41.55,47.78
NWE.OQ,NRTHWSTR CRP ORD,Utilities,1,60.519999999999996,29.34,38.4,40.36,44.080000000000005
CDZI.OQ,CADIZ,Utilities,3,22.93,38.3,54.50000000000001,47.33,36.199999999999996
YORW.OQ,YORK WATER CO,Utilities,1,49.07,38.3,46.47,45.629999999999995,44.65
LNT.OQ,ALLIANT ENERGY,Utilities,1,56.10000000000001,38.51,42.43,43.89,46.52
ES.N,EVERSOURCE ENRGY,Utilities,1,54.22,39.98,47.589999999999996,47.44,47.58
PCYO.OQ,PURE CYCLE,Utilities,1,43.44,38.3,41.839999999999996,41.55,41.24
OGS.N,ONE GAS INC,Utilities,1,58.64,38.769999999999996,38.019999999999996,41.23,46.53
MDU.N,MDU RESOURCES,Utilities,1,64.23,38.3,40.92,44.019999999999996,49.33
SJI.N,SOUTH JERSEY IND,Utilities,1,58.07,30.59,31.31,35.22,41.760000000000005
ORA.N,ORMAT TECH,Utilities,4,45.61,53.31,70.36,64.09,54.49
IDA.N,IDACORP INC,Utilities,1,59.18,32.96,38.53,40.79,44.84
AWR.N,AMER STAT WATER,Utilities,1,48.69,44.49,47.339999999999996,47.12,46.88
PPL.N,PPL CORP,Utilities,1,62.94,39.43,35.19,39.989999999999995,47.77
ETR.N,ENTERGY CP,Utilities,1,61.67,34.239999999999995,36.71,40.08,45.83
DTE.N,DTE ENERGY,Utilities,1,58.199999999999996,37.24,42.39,43.99,46.910000000000004
RGCO.OQ,RGC RESOURCES,Utilities,1,56.15,38.3,47.57,47.47,47.760000000000005
POR.N,PORTLAND GEN ELE,Utilities,1,61.42999999999999,37.68,37.81,41.33,47.21
PNM.N,PNM RESOURCES,Utilities,1,56.03,36.71,43.55,44.39,46.150000000000006
CWEN.N,CLEARWAY ENRGY C,Utilities,4,48.19,38.66,68.76,61.160000000000004,50.0
BKH.N,BLACK HILLS CORP,Utilities,1,59.38,36.93,32.46,37.169999999999995,44.79
UTL.N,UNITIL CORP,Utilities,1,61.46,38.3,33.35,38.31,46.33
CPK.N,CHES UTIL CP,Utilities,1,52.49,42.38,50.79,49.78,48.52
PNW.N,PINNACL WEST CAP,Utilities,1,61.41,35.76,41.6,43.7,47.48
GWRS.OQ,GLOBAL WATER INC,Utilities,1,42.16,38.3,60.370000000000005,54.33,45.36
SPKE.OQ,SPARK ENERGY INC,Utilities,1,69.69999999999999,38.3,58.599999999999994,57.220000000000006,55.93
PEG.N,PUBL SVC ENTER,Utilities,1,58.699999999999996,33.12,45.58,45.68,46.47
AT.N,ATLANTIC PWR,Utilities,1,46.22,38.3,57.98,53.26,46.39
MSEX.OQ,MIDDLESEX WATR,Utilities,1,46.589999999999996,38.3,58.87,53.94,46.760000000000005
AEE.N,AMEREN CORP,Utilities,1,56.37,40.73,44.89,45.989999999999995,48.03
NEE.N,NEXTERA ENERGY,Utilities,3,46.46,47.89,62.69,58.040000000000006,51.019999999999996
NI.N,NISOURCE INC,Utilities,1,53.74,32.14,39.35,40.43,42.58
WEC.N,WEC ENERGY GROUP,Utilities,1,54.22,37.72,45.07,45.34,46.160000000000004
SJW.N,SJW GROUP,Utilities,3,51.06,53.879999999999995,46.28,48.14,50.86000000000001
CVX.N,CHEVRON,Energy,1,49.01,11.3,30.3,30.25,31.130000000000003
CVI.N,CVR ENERGY INC,Energy,1,40.01,18.04,12.11,17.18,25.35
REX.N,REX AMERICAN,Energy,1,47.11,16.18,46.08,41.75,36.03
ASPN.N,ASPEN AEROGELS I,Energy,1,33.33,18.04,31.490000000000002,29.75,27.52
XOM.N,EXXON MOBIL,Energy,3,36.919999999999995,39.51,34.0,35.260000000000005,37.1
KMI.N,KINDER MORGAN,Energy,1,58.58,22.0,30.0,33.09,38.629999999999995
PXD.N,PIONEER NAT,Energy,3,50.370000000000005,57.269999999999996,28.7,36.24,47.370000000000005
SOI.N,SOLRS OLFLD INFR,Energy,1,51.76,7.32,27.47,28.09,30.130000000000003
CLR.N,CONTINENTAL RSRC,Energy,1,53.0,11.86,8.09,15.39,27.37
AROC.N,ARCHROCK INC,Energy,1,58.720000000000006,22.18,31.2,33.97,39.050000000000004
SFL.N,SFL CORPORATION,Energy,1,60.49,18.759999999999998,21.25,26.76,36.07
TALO.N,TALOS ENERGY INC,Energy,1,58.74,16.18,13.94,21.0,32.64
WTI.N,W&T OFFSHORE,Energy,1,57.54,16.18,3.27,13.350000000000001,29.5
ESTE.N,EARTHSTON ENERGY,Energy,1,52.1,16.18,31.069999999999997,31.990000000000002,34.27
VTOL.N,BRISTOW GROP ORD,Energy,1,49.02,16.18,34.11,33.660000000000004,33.800000000000004
LPG.N,DORIAN LPG LTD,Energy,1,84.17999999999999,23.79,36.46,41.72,51.12
LBRT.N,LIBERTY OILF ORD,Energy,1,33.11,20.04,38.93,35.22,29.99
UEC.A,URANIUM ENRGY,Energy,2,30.680000000000003,16.18,84.78,66.38,39.129999999999995
DRQ.N,DRIL-QUIP,Energy,1,48.230000000000004,10.979999999999999,24.3,25.89,29.21
REGI.OQ,RENEWABLE ENRG,Energy,1,77.77,27.67,31.490000000000002,37.86,48.67
GPRE.OQ,GREEN PLAINS INC,Energy,1,29.830000000000002,16.18,58.13,47.589999999999996,32.129999999999995
ETRN.N,ETRNS MDSTRM CRP,Energy,1,55.48,28.560000000000002,31.65,34.760000000000005,40.1
EOG.N,EOG RESOURCES,Energy,1,60.42999999999999,20.79,20.95,26.85,36.68
COG.N,CABOT OIL GAS,Energy,1,52.88,48.11,50.449999999999996,50.46000000000001,50.6
LNG.A,CHENIERE ENY INC,Energy,1,54.11,28.860000000000003,41.15,41.25,42.03
MNRL.N,BRIGHM MNL INC A,Energy,1,52.949999999999996,18.04,33.0,33.75,35.75
WMB.N,WILLIAMS COMPS,Energy,1,53.669999999999995,34.63,38.81,40.410000000000004,43.29
COP.N,CONOCOPHILLIPS,Energy,1,42.25,20.549999999999997,24.05,26.25,30.099999999999998
HFC.N,HOLLYFRONTR CORP,Energy,1,47.79,17.34,21.060000000000002,24.51,30.45
FLMN.OQ,FALCON MNRLS CRP,Energy,1,48.99,23.94,20.04,24.959999999999997,32.98
BOOM.OQ,DMC GLOBAL INC,Energy,1,43.22,24.07,53.65,47.65,39.129999999999995
OKE.N,ONEOK INC,Energy,1,54.31,29.580000000000002,19.93,26.529999999999998,37.059999999999995
INT.N,WORLD FUEL SVC,Energy,1,74.17,24.45,31.169999999999998,36.61,46.02
AM.N,ANTERO MIDSTREAM,Energy,1,52.629999999999995,29.32,64.56,57.489999999999995,47.46
NESR.OQ,NL ERGY SVC RNTD,Energy,1,63.29,23.119999999999997,58.53,53.93,48.04
WHD.N,CACTUS INC ORD,Energy,1,50.22,23.43,33.44,34.449999999999996,36.65
CLNE.OQ,CLEAN ENGY FUELS,Energy,1,42.309999999999995,11.44,31.490000000000002,30.11,28.799999999999997
DKS.N,DICKS SPORTING,Consumer Discretionary,1,68.17999999999999,56.55,61.3,61.62,62.39
GAN.OQ,GAN LIMITED ORD,Consumer Discretionary,4,45.92,45.1,80.07,69.69999999999999,54.169999999999995
XPEL.OQ,XPEL INC,Consumer Discretionary,3,40.9,54.290000000000006,48.84,48.47,47.57
TSLA.OQ,TESLA INC,Consumer Discretionary,4,38.440000000000005,71.76,48.84,50.72,52.7
LIND.OQ,LINDBLAD EXP ORD,Consumer Discretionary,3,25.900000000000002,54.290000000000006,34.37,36.09,37.96
LULU.OQ,LULULEMON ATHLCA,Consumer Discretionary,4,42.36,84.06,53.93,56.720000000000006,59.85
MIK.OQ,MICHAELS COMPNS,Consumer Discretionary,1,64.88000000000001,37.41,59.589999999999996,57.05,53.94
ADNT.N,ADIENT PLC,Consumer Discretionary,1,42.870000000000005,53.449999999999996,47.339999999999996,47.589999999999996,47.69
YETI.N,YETI HOLDNGS INC,Consumer Discretionary,4,48.309999999999995,54.290000000000006,83.2,73.63,59.13
VVNT.N,VIVNT SMT HM ORD,Consumer Discretionary,3,33.36,54.66,65.57,59.11,48.870000000000005
LENb.N,LENNAR CORP B,Consumer Discretionary,1,69.31,54.290000000000006,60.79,61.1,61.919999999999995
LESL.OQ,LESLIE'S INC ORD,Consumer Discretionary,3,44.03,54.290000000000006,60.209999999999994,56.88999999999999,51.67
HGV.N,HILTON GRND VCTN,Consumer Discretionary,3,43.14,45.31,30.18,34.39,40.660000000000004
GOLF.N,ACUSHNET HOLDING,Consumer Discretionary,4,51.44,51.800000000000004,61.6,58.599999999999994,54.1
RL.N,RALPH LAUREN COR,Consumer Discretionary,1,38.14,60.23,35.6,39.68,45.24
HD.N,HOME DEPOT INC,Consumer Discretionary,5,51.71,64.42999999999999,50.690000000000005,52.900000000000006,55.910000000000004
FIVE.OQ,FIVE BELOW INC,Consumer Discretionary,4,41.89,61.870000000000005,60.4,57.84,53.510000000000005
PLCE.OQ,CHILDREN'S PLACE,Consumer Discretionary,3,25.569999999999997,65.88000000000001,37.4,39.900000000000006,42.64
QUOT.N,QUOTIENT TECHNLY,Consumer Discretionary,3,33.379999999999995,46.089999999999996,41.099999999999994,40.69,39.76
FND.N,FLOOR DECOR HOLD,Consumer Discretionary,4,43.43,52.75,70.0,63.42,53.33
GES.N,GUESS INC,Consumer Discretionary,1,45.95,54.290000000000006,35.980000000000004,40.23,46.379999999999995
WYND.N,WYNDHAM DSTNTION,Consumer Discretionary,3,38.29,54.52,35.18,38.54,43.19
LOVE.OQ,THE LOVESAC CO,Consumer Discretionary,2,38.75,48.68,49.88,48.03,45.01
PATK.OQ,PATRICK INDS,Consumer Discretionary,3,48.309999999999995,50.519999999999996,47.33,47.949999999999996,48.84
DPZ.N,DOMINOS PIZZA,Consumer Discretionary,4,44.22,61.11,57.86,56.3,53.54
RUTH.OQ,RUTH'S HOSPTALTY,Consumer Discretionary,3,39.910000000000004,54.290000000000006,26.150000000000002,32.440000000000005,41.5
ASPU.OQ,ASPEN GROUP ORD,Consumer Discretionary,3,34.03,54.290000000000006,45.53,45.12,44.0
DECK.N,DCKRS OUTDR CORP,Consumer Discretionary,4,52.68000000000001,68.61,75.46000000000001,71.00999999999999,63.949999999999996
PLAY.OQ,DAVE & BUST ENTR,Consumer Discretionary,3,26.540000000000003,54.290000000000006,29.64,32.87,37.03
SIX.N,SIX FLAGS ENTRTN,Consumer Discretionary,3,21.2,37.88,25.259999999999998,26.540000000000003,28.050000000000004
ORLY.OQ,O REILLY AUTO,Consumer Discretionary,1,54.13,56.69,42.27,46.21,52.059999999999995
MUSA.N,MURPHY USA INC,Consumer Discretionary,1,73.25,59.24,43.87,50.580000000000005,61.0
ULTA.OQ,ULTA BEAUTY INC,Consumer Discretionary,3,44.76,60.650000000000006,42.07,45.26,49.65
MGNI.OQ,MAGNITE INC ORD,Consumer Discretionary,3,36.02,54.290000000000006,48.84,47.73,45.62
THRM.OQ,GENTHERM INC,Consumer Discretionary,3,47.839999999999996,55.15,58.79,56.599999999999994,53.14
EVRI.N,EVERI HOLDINGS,Consumer Discretionary,3,36.16,36.11,28.560000000000002,30.830000000000002,34.239999999999995
TH.OQ,TRGT HOSPTLTY CR,Consumer Discretionary,3,59.78,54.290000000000006,11.75,25.34,45.85
LRN.N,STRIDE INC ORD,Consumer Discretionary,1,61.650000000000006,51.67,61.29,59.9,58.07
DLTR.OQ,DOLLAR TREE INC,Consumer Discretionary,3,57.32000000000001,56.81,49.0,51.42,55.059999999999995
UAA.N,UNDER ARMOUR A,Consumer Discretionary,2,35.3,44.36,45.46,43.769999999999996,41.010000000000005
GRUB.N,GRUBHUB INC,Consumer Discretionary,3,37.580000000000005,47.4,57.24,52.82,45.93
SBUX.OQ,STARBUCKS CORP,Consumer Discretionary,4,39.65,72.45,51.05,52.55,53.98
RRR.OQ,RED RCK REST INC,Consumer Discretionary,3,41.91,47.199999999999996,34.410000000000004,37.45,41.89
AEO.N,AMER EAGLE OUTF,Consumer Discretionary,1,38.57,41.949999999999996,64.64999999999999,57.330000000000005,46.27
EAT.N,BRINKER INTL,Consumer Discretionary,1,42.05,66.66,51.78,52.55,53.09
AN.N,AUTONATION INC,Consumer Discretionary,1,65.03999999999999,48.05,60.88,59.58,58.050000000000004
LB.N,L BRANDS INC,Consumer Discretionary,4,50.07,78.75,56.230000000000004,58.68,61.650000000000006
SNBR.OQ,SLEEP NUMBER CRP,Consumer Discretionary,4,47.760000000000005,54.290000000000006,89.68,78.08,60.529999999999994
SSTK.N,SHUTTERSTOCK,Consumer Discretionary,4,48.309999999999995,54.290000000000006,64.12,60.28,54.36
PII.N,POLARIS INC,Consumer Discretionary,1,53.14,67.57,41.82,47.38,55.36
MTH.N,MERITAGE HOMES,Consumer Discretionary,1,81.47999999999999,56.279999999999994,48.699999999999996,54.75,64.46
CHH.N,CHOICE HTL (NEW),Consumer Discretionary,5,43.68,71.19,37.64,43.580000000000005,51.800000000000004
NLS.N,NAUTILUS INC,Consumer Discretionary,1,55.45,45.98,48.84,49.4,50.480000000000004
PAG.N,PENSKE AUTO GRP,Consumer Discretionary,1,65.81,47.85,49.15,51.459999999999994,55.36
PRTS.OQ,CARPARTS.COM ORD,Consumer Discretionary,3,36.41,54.290000000000006,48.8,47.77,45.769999999999996
CHUY.OQ,CHUY'S HLDG INC,Consumer Discretionary,2,44.93,40.56,57.089999999999996,52.78,46.44
ARMK.N,ARAMARK,Consumer Discretionary,3,38.34,39.28,27.889999999999997,31.16,36.05
CTRN.OQ,CITI TRENDS,Consumer Discretionary,3,50.54,53.33,48.84,49.769999999999996,51.09
PLNT.N,PLANET FITNESS,Consumer Discretionary,1,38.769999999999996,71.57,39.17,43.97,50.349999999999994
TPX.N,TEMPUR SEALY INT,Consumer Discretionary,3,48.309999999999995,54.290000000000006,44.56,46.589999999999996,49.47
YUM.N,YUM! BRANDS INC,Consumer Discretionary,3,44.66,56.769999999999996,41.54,44.29,48.120000000000005
TJX.N,TJX CO INC,Consumer Discretionary,1,42.07,62.88,45.440000000000005,47.55,50.2
SCVL.OQ,SHOE CARNIVAL,Consumer Discretionary,1,50.23,52.349999999999994,53.449999999999996,52.800000000000004,51.78
SEAS.N,SEAWORLD ENTERMT,Consumer Discretionary,3,23.990000000000002,38.32,30.520000000000003,30.709999999999997,30.64
SCI.N,SERVICE CP INTL,Consumer Discretionary,1,55.35,67.28,50.01,53.400000000000006,58.19
RGR.N,STURM RUGER & CO,Consumer Discretionary,1,60.940000000000005,54.290000000000006,65.23,62.94,59.68
BWA.N,BORGWARNER,Consumer Discretionary,1,48.309999999999995,51.83,38.14,41.72,47.0
HEAR.OQ,TURTLE BEACH COR,Consumer Discretionary,1,63.77,70.63000000000001,50.22,55.31,62.79
JACK.OQ,JACK IN THE BOX,Consumer Discretionary,3,49.08,63.470000000000006,45.019999999999996,48.4,53.1
SGMS.OQ,SCIENTIFIC GAME,Consumer Discretionary,3,27.79,34.25,57.550000000000004,49.59,37.49
