,Instrument,GICS Sector Name,3 Month Total Return,6 Month Total Return,52 Week Total Return,Beta
0,BCC.N,Industrials,15.129519159212599,15.7760654302226,37.807407363761,2.05844972077654
1,ASPS.OQ,Real Estate,5.940594059405901,-9.46153846160318,-39.26728586435021,1.45611711724106
2,CIT.N,Financials,34.8441128291445,127.14024910763099,-9.39437653293537,1.49881384047237
3,MSCI.N,Financials,8.244570515026961,18.5634173378889,46.0961638335454,0.9221768391321701
4,FIS.N,Information Technology,0.221678555651406,-9.36565403745165,-8.94744205607431,0.8517012461581209
5,FMNB.OQ,Financials,27.0584522575673,28.554344914872104,-10.330245458994199,0.9567322214842742
6,HSC.N,Industrials,38.557993730407404,6.50602409583798,15.8584534726407,2.3479733513420498
7,KALV.OQ,Health Care,-18.75,32.2232223192852,-7.726130659833861,1.9212498190711498
8,DRNA.OQ,Health Care,11.1350884764782,14.852809992734999,28.0457483797657,1.05852481892569
9,NERV.OQ,Health Care,0.292397660818722,-8.7765957461542,-60.665137614403804,1.36000579143843
10,PLYM.N,Real Estate,20.4119076823823,16.451375654925098,-9.02066227464935,1.2561390534686898
11,EEX.N,Communication Services,92.7125506072875,69.9999999966341,-55.7370819174602,1.9941076172488799
12,JBSS.OQ,Consumer Staples,15.451738488387498,-2.56292394210517,13.036087867719901,0.179907272506077
13,AMC.N,Communication Services,206.92640692640703,72.9268292701947,5.732646554022209,1.3718008369544599
14,AVYA.N,Information Technology,32.8282828282828,75.0739644935432,86.5248226844348,1.2575673637379299
15,COLB.OQ,Financials,47.0280149558355,45.3091391916584,6.3745381333130595,0.925792497210843
16,ALRM.OQ,Information Technology,48.580246913580396,59.6153846139474,116.35955055882401,1.2034841657886002
17,ATLO.OQ,Financials,25.863615934163604,26.594994580648397,-8.88882493137059,0.740157699297464
18,SAM.N,Consumer Staples,5.57832689229807,30.7264730066041,194.81142359157502,0.746536312303838
19,ACCD.OQ,Health Care,54.407913878382395,53.470213995592005,78.68686868800309,1.4959725347372201
20,IRTC.OQ,Health Care,-22.388918392635897,3.7385388948257594,95.2895322913511,1.7339429722052602
21,IIN.OQ,Health Care,63.49960411718121,87.2166817731472,13.711453740797602,1.23952576521497
22,EXC.OQ,Utilities,4.35683601832935,14.8481309342509,-6.087801310850691,0.465853295111854
23,SYX.N,Industrials,57.5546555506571,108.697617633571,107.06991610308701,0.501782035591129
24,AAOI.OQ,Information Technology,25.578831312017602,-30.378973105632802,-1.6407599297424298,1.77972797319545
25,EXTN.N,Energy,17.5609756097561,-11.070110699964001,-9.398496241919169,1.0652204026241199
26,EFX.N,Industrials,19.3147452661721,13.059029694399399,17.1349353605215,1.3349666940745801
27,ORIC.OQ,Health Care,47.05882352941179,50.7760532157339,31.936360109349298,0.977007177725093
28,CVET.OQ,Health Care,29.066374908825697,56.7316209024296,167.296072497452,1.8766960491167501
29,CXW.N,Industrials,12.074303405572698,-21.389793703993398,-55.313583849603994,1.34912615633073
30,TRN.N,Industrials,59.251261282448596,59.9779193280459,47.988964069111795,1.49640866672418
31,NTST.N,Real Estate,0.37493964375419103,1.49965903245453,1.49965903245453,0.813312371146946
32,KNL.N,Industrials,41.212256932781,35.429823860864296,-36.387686544203895,1.95283346440279
33,MGTX.OQ,Health Care,8.934707903780062,20.900076277562498,-19.868554097181303,1.47161909913927
34,GALT.OQ,Health Care,-12.692307692307699,-11.3281249985448,-12.69230768722,2.01929730523489
35,AXTI.OQ,Information Technology,101.23022847100201,130.846774185196,178.58880776307598,2.33985062522056
36,ROL.N,Industrials,-8.75020188419363,4.75721565094747,43.2131687127784,0.47517687732083297
37,CNNE.N,Financials,3.22418136020148,7.36180246376588,1.66211858817362,0.6819652911448639
38,AOS.N,Industrials,12.376771666555701,23.451154700758902,38.1340217556547,1.0402126146486899
39,EEFT.OQ,Information Technology,38.992239821409605,31.8310143191672,-18.8190736349035,1.7051796031045299
40,DKS.N,Consumer Discretionary,31.2778047026329,62.69890833469629,67.1424951821233,1.71797124154164
41,IAC.OQ,Communication Services,80.111467399603,76.2495330622429,194.741860122723,1.25798862734332
42,CVX.N,Energy,25.8451284843742,5.96442844501011,-14.13366705524,1.33447855994834
43,PACK.N,Materials,116.91428571428601,125.952380954278,133.456334562659,0.7315436365346929
44,ENS.N,Industrials,24.169521955574897,28.1838691403176,24.487191556439498,1.4758987686578997
45,BANF.OQ,Financials,45.2124468263209,49.0841263517406,6.297952734757709,1.42583507577408
46,GAN.OQ,Consumer Discretionary,68.0,35.3474320262002,102.867924527242,1.08587683531997
47,AGCO.N,Industrials,40.3399536689939,78.9988159155037,77.0071934799822,1.2820380124570299
48,DK.N,Energy,104.855275443511,26.6905309524646,-16.552758399035802,2.05736469764205
49,HPE.N,Information Technology,48.3960195648506,33.0831823990148,-9.256026892025789,1.3734791437036598
50,PNC.N,Financials,39.8583349379386,51.487256688086205,6.80682838641284,1.3527675214003403
51,PFBC.OQ,Financials,54.9050849831509,42.8870052121806,-14.0817484035286,1.48880428831219
52,XPEL.OQ,Consumer Discretionary,90.2370003537319,179.376623376044,219.92861393709802,1.22864081208725
53,KRNY.OQ,Financials,30.0481927710843,44.1639127557404,-8.34222728704242,0.758122701996883
54,SUI.N,Real Estate,3.34197100462372,1.8432937296217298,-6.89353115616437,0.552079694343462
55,TSLA.OQ,Consumer Discretionary,101.907454035821,185.806993947546,467.44685964537496,2.08469545555962
56,CDAY.N,Information Technology,10.9660574412532,23.7263464324451,54.826958103286294,1.32277565180076
